Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
83,Ben Davies\Ben-Davies,wls WAL,DF,Tottenham,28-165,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
84,Tom Davies\Tom-Davies,eng ENG,MF,Everton,23-098,1998,0.4,0,2,0,0.0,4.86,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
85,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,31-153,1990,4.0,0,7,1,14.3,1.75,0.25,0.00,0.00,6.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
86,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,30-100,1991,2.3,1,11,2,18.2,4.76,0.87,0.09,0.50,18.6,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
87,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,33-099,1988,0.3,0,2,0,0.0,7.20,0.00,0.00,,9.0,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
88,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,31-319,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
89,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,26-174,1995,1.5,0,2,0,0.0,1.29,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
90,Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FWMF,Watford,23-325,1997,6.3,2,17,8,47.1,2.68,1.26,0.12,0.25,13.9,1,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches
91,Kiernan Dewsbury Hall\Kiernan-Dewsbury-Hall,eng ENG,MF,Leicester City,23-030,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
92,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-212,1999,1.3,0,2,0,0.0,1.53,0.00,0.00,,6.1,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
93,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MFFW,Leeds United,24-296,1996,6.5,3,24,7,29.2,3.70,1.08,0.13,0.43,20.1,1,0,0,2.4,2.4,0.10,+0.6,+0.6,Matches
94,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,24-145,1997,7.0,0,2,0,0.0,0.29,0.00,0.00,,5.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
95,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-264,1994,6.1,0,2,2,100.0,0.33,0.33,0.00,0.00,18.4,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
96,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,28-078,1993,7.0,0,4,0,0.0,0.57,0.00,0.00,,25.6,2,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
97,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,30-090,1991,7.0,0,11,1,9.1,1.57,0.14,0.00,0.00,12.3,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
98,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,23-113,1998,3.9,0,7,0,0.0,1.79,0.00,0.00,,13.9,0,0,0,1.4,1.4,0.20,-1.4,-1.4,Matches
99,Lewis Dobbin\Lewis-Dobbin,eng ENG,MFFW,Everton,18-276,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
100,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-263,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
101,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-291,1997,4.0,0,4,0,0.0,1.00,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
102,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-278,1993,7.0,2,12,5,41.7,1.71,0.71,0.17,0.40,17.8,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
103,Kieran Dowell\Kieran-Dowell,eng ENG,FW,Norwich City,23-361,1997,0.7,0,1,0,0.0,1.36,0.00,0.00,,25.0,1,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
104,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,29-278,1992,7.0,1,12,3,25.0,1.71,0.43,0.08,0.33,8.6,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
105,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-319,1991,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,11.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
106,Ederson\Ederson,br BRA,GK,Manchester City,28-050,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
107,Odsonne Édouard\Odsonne-Edouard,fr FRA,FW,Crystal Palace,23-263,1998,2.1,2,7,4,57.1,3.35,1.91,0.29,0.50,14.5,0,0,0,1.1,1.1,0.16,+0.9,+0.9,Matches
108,Harvey Elliott\Harvey-Elliott,eng ENG,MF,Liverpool,18-185,2003,2.8,0,7,1,14.3,2.52,0.36,0.00,0.00,16.3,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
109,Mohamed Elneny\Mohamed-Elneny,eg EGY,MFFW,Arsenal,29-087,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
110,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MF,Southampton,27-063,1994,4.0,1,12,6,50.0,2.97,1.48,0.08,0.17,16.0,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Matches
111,Emerson\Emerson,br BRA,DF,Tottenham,22-265,1999,3.5,0,1,0,0.0,0.29,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
112,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Watford,25-331,1995,4.1,0,3,0,0.0,0.73,0.00,0.00,,30.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
113,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-276,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
114,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,36-171,1985,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
115,Fabinho\Fabinho,br BRA,MF,Liverpool,27-348,1993,5.3,1,8,2,25.0,1.50,0.37,0.13,0.50,16.3,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
116,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,30-246,1991,2.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
117,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,27-028,1994,6.9,4,23,7,30.4,3.32,1.01,0.17,0.57,23.7,3,0,1,2.3,1.6,0.07,+1.7,+2.4,Matches
118,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-227,1989,4.9,0,5,1,20.0,1.03,0.21,0.00,0.00,9.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
119,Fernandinho\Fernandinho,br BRA,MF,Manchester City,36-155,1985,1.8,0,5,0,0.0,2.73,0.00,0.00,,20.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
120,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,30-004,1991,1.4,1,2,2,100.0,1.41,1.41,0.50,0.50,13.5,0,0,0,0.8,0.8,0.38,+0.2,+0.2,Matches
121,Junior Firpo\Junior-Firpo,es ESP,DF,Leeds United,25-045,1996,5.2,0,3,0,0.0,0.58,0.00,0.00,,17.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
122,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,21-131,2000,2.2,1,3,3,100.0,1.38,1.38,0.33,0.33,8.7,0,0,0,0.6,0.6,0.19,+0.4,+0.4,Matches
123,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,25-226,1996,6.8,2,11,4,36.4,1.62,0.59,0.18,0.50,16.1,0,0,0,1.7,1.7,0.15,+0.3,+0.3,Matches
124,Marcus Forss\Marcus-Forss,fi FIN,FW,Brentford,22-110,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
125,Ben Foster\Ben-Foster,eng ENG,GK,Watford,38-186,1983,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
126,Ryan Fraser\Ryan-Fraser,sct SCO,MF,Newcastle Utd,27-224,1994,0.6,0,4,0,0.0,6.21,0.00,0.00,,17.5,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
127,Fred\Fred,br BRA,MF,Manchester Utd,28-215,1993,5.6,1,3,2,66.7,0.54,0.36,0.33,0.50,21.6,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
128,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,28-361,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
129,Conor Gallagher\Conor-Gallagher,eng ENG,MF,Crystal Palace,21-242,2000,5.8,2,15,5,33.3,2.60,0.87,0.13,0.40,14.4,1,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
130,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,30-354,1990,0.2,0,1,0,0.0,4.09,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
131,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-333,1990,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
132,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,26-156,1995,2.7,1,3,0,0.0,1.13,0.00,0.00,,26.7,0,1,1,0.9,0.1,0.03,+0.1,-0.1,Matches
133,Saman Ghoddos\Saman-Ghoddos,ir IRN,MF,Brentford,28-030,1993,1.0,0,2,0,0.0,2.09,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
134,Dimitris Giannoulis\Dimitris-Giannoulis,gr GRE,DF,Norwich City,25-354,1995,2.6,0,2,1,50.0,0.78,0.39,0.00,0.00,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
135,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-252,2000,0.1,0,2,0,0.0,20.00,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
136,Ben Gibson\Ben-Gibson,eng ENG,DF,Norwich City,28-264,1993,5.0,0,3,1,33.3,0.60,0.20,0.00,0.00,5.7,0,0,0,0.9,0.9,0.29,-0.9,-0.9,Matches
137,Billy Gilmour\Billy-Gilmour,sct SCO,MF,Norwich City,20-117,2001,3.9,0,1,0,0.0,0.26,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
138,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-264,1998,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,13.7,0,0,0,0.6,0.6,0.21,-0.6,-0.6,Matches
139,André Gomes\Andre-Gomes,pt POR,MF,Everton,28-068,1993,0.8,0,5,1,20.0,6.62,1.32,0.00,0.00,19.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
140,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,24-136,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
141,Anthony Gordon\Anthony-Gordon,eng ENG,MF,Everton,20-224,2001,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
142,Dan Gosling\Dan-Gosling,eng ENG,MF,Watford,31-247,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
143,Demarai Gray\Demarai-Gray,eng ENG,MF,Everton,25-100,1996,6.6,3,13,4,30.8,1.98,0.61,0.23,0.75,20.6,0,0,0,1.3,1.3,0.10,+1.7,+1.7,Matches
144,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Manchester City,26-026,1995,6.5,1,12,5,41.7,1.85,0.77,0.08,0.20,16.2,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches
145,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,20-005,2001,6.7,3,23,9,39.1,3.42,1.34,0.13,0.33,18.5,0,0,0,1.7,1.7,0.07,+1.3,+1.3,Matches
146,Pascal Groß\Pascal-Gross,de GER,DFMF,Brighton,30-113,1991,4.9,0,5,2,40.0,1.02,0.41,0.00,0.00,20.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
147,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-269,1987,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
148,Marc Guéhi\Marc-Guehi,eng ENG,DF,Crystal Palace,21-085,2000,7.0,0,2,0,0.0,0.29,0.00,0.00,,5.0,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
149,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-347,1990,4.8,1,13,2,15.4,2.73,0.42,0.08,0.50,15.7,2,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
150,Grant Hanley\Grant-Hanley,sct SCO,DF,Norwich City,29-320,1991,7.0,0,2,0,0.0,0.29,0.00,0.00,,7.9,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
151,Jack Harrison\Jack-Harrison,eng ENG,MFFW,Leeds United,24-320,1996,4.0,0,4,1,25.0,1.00,0.25,0.00,0.00,19.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
152,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,26-082,1995,1.9,1,1,1,100.0,0.53,0.53,1.00,1.00,5.8,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
153,Kai Havertz\Kai-Havertz,de GER,FWMF,Chelsea,22-117,1999,3.4,1,10,2,20.0,2.94,0.59,0.10,0.50,14.0,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
154,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,26-198,1995,5.5,0,1,0,0.0,0.18,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
155,Hwang Hee-chan\Hwang-Hee-chan,kr KOR,FWMF,Wolves,25-253,1996,2.8,3,5,3,60.0,1.81,1.08,0.60,1.00,10.7,0,0,0,1.4,1.4,0.28,+1.6,+1.6,Matches
156,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,31-111,1990,5.1,0,6,2,33.3,1.18,0.39,0.00,0.00,24.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
157,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-248,1992,0.7,1,1,1,100.0,1.48,1.48,1.00,1.00,27.0,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches
158,Rico Henry\Rico-Henry,eng ENG,DF,Brentford,24-090,1997,6.8,0,2,0,0.0,0.29,0.00,0.00,,19.0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
159,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,29-090,1992,5.8,3,19,8,42.1,3.30,1.39,0.16,0.38,18.7,1,0,0,1.9,1.9,0.10,+1.1,+1.1,Matches
160,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-261,2002,1.0,0,1,0,0.0,0.96,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
161,Rob Holding\Rob-Holding,eng ENG,DFMF,Arsenal,26-016,1995,2.0,0,1,0,0.0,0.50,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
162,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-349,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
163,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-333,2000,1.6,0,2,0,0.0,1.24,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
164,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,26-062,1995,7.0,1,4,2,50.0,0.57,0.29,0.25,0.50,24.4,1,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
165,Adam Idah\Adam-Idah,ie IRL,FW,Norwich City,20-209,2001,0.5,0,2,1,50.0,4.39,2.20,0.00,0.00,5.5,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
166,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,25-003,1996,2.1,1,6,1,16.7,2.90,0.48,0.17,1.00,16.4,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
167,Danny Ings\Danny-Ings,eng ENG,FW,Aston Villa,29-075,1992,6.6,2,7,3,42.9,1.06,0.46,0.14,0.33,14.1,0,1,1,1.4,0.6,0.09,+0.6,+0.4,Matches
168,Alex Iwobi\Alex-Iwobi,ng NGA,MFFW,Everton,25-156,1996,3.2,0,6,1,16.7,1.88,0.31,0.00,0.00,15.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
169,Daniel James\Daniel-James,wls WAL,MF,Leeds United,23-330,1997,2.4,0,5,0,0.0,2.06,0.00,0.00,,14.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
170,Daniel James\Daniel-James,wls WAL,FW,Manchester Utd,23-330,1997,1.4,0,4,1,25.0,2.86,0.71,0.00,0.00,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
171,Reece James\Reece-James,eng ENG,DFMF,Chelsea,21-302,1999,2.1,1,4,1,25.0,1.94,0.48,0.25,1.00,16.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches
172,Vitaly Janelt\Vitaly-Janelt,de GER,MF,Brentford,23-149,1998,5.7,1,6,3,50.0,1.06,0.53,0.17,0.33,15.3,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
173,Pontus Jansson\Pontus-Jansson,se SWE,DF,Brentford,30-235,1991,6.9,0,3,1,33.3,0.43,0.14,0.00,0.00,7.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
174,Mathias Jensen\Mathias-Jensen,dk DEN,MF,Brentford,25-278,1996,1.1,0,1,0,0.0,0.94,0.00,0.00,,15.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
175,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,24-186,1997,5.6,2,12,4,33.3,2.16,0.72,0.17,0.50,12.4,0,0,0,2.0,2.0,0.17,0.0,0.0,Matches
176,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,30-154,1991,7.0,1,17,3,17.6,2.43,0.43,0.06,0.33,13.5,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
177,Joelinton\Joelinton,br BRA,MFFW,Newcastle Utd,25-053,1996,4.4,0,11,4,36.4,2.48,0.90,0.00,0.00,15.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
178,Ben Johnson\Ben-Johnson,eng ENG,FW,West Ham,21-255,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
179,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,20-249,2001,1.9,1,5,1,20.0,2.62,0.52,0.20,1.00,21.2,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
180,Jorginho\Jorginho,it ITA,MF,Chelsea,29-290,1991,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-306,1996,5.6,3,18,8,44.4,3.23,1.44,0.17,0.38,11.5,0,0,0,3.4,3.4,0.19,-0.4,-0.4,Matches
182,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Brentford,31-166,1990,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
183,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Norwich City,21-195,2000,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,30-224,1991,2.3,0,1,0,0.0,0.44,0.00,0.00,,6.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
185,Harry Kane\Harry-Kane,eng ENG,FWMF,Tottenham,28-070,1993,5.2,0,15,8,53.3,2.88,1.54,0.00,0.00,20.7,3,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
186,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,30-191,1991,1.9,1,1,1,100.0,0.54,0.54,1.00,1.00,28.0,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
187,Moise Kean\Moise-Kean,it ITA,FW,Everton,21-220,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
188,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-268,1993,7.0,1,7,2,28.6,1.00,0.29,0.14,0.50,8.8,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
189,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,26-238,1995,2.1,1,3,2,66.7,1.41,0.94,0.33,0.50,24.2,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
190,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,24-205,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
191,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,24-136,1997,7.0,0,2,1,50.0,0.29,0.14,0.00,0.00,7.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
192,Joshua King\Joshua-King,no NOR,FW,Watford,29-264,1992,4.1,0,5,2,40.0,1.23,0.49,0.00,0.00,15.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
193,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,31-115,1990,4.6,1,14,8,57.1,3.01,1.72,0.07,0.13,20.9,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
194,Robin Koch\Robin-Koch,de GER,MF,Leeds United,25-081,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
195,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,28-108,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
196,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,Liverpool,22-134,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
197,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-348,1997,7.0,0,6,2,33.3,0.86,0.29,0.00,0.00,6.4,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
198,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MFDF,Crystal Palace,31-289,1989,4.8,0,1,0,0.0,0.21,0.00,0.00,,15.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
199,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,27-153,1994,6.1,1,9,3,33.3,1.48,0.49,0.11,0.33,18.0,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
200,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,27-065,1994,1.0,0,1,0,0.0,0.97,0.00,0.00,,13.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
201,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,33-186,1988,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
202,Juraj Kucka\Juraj-Kucka,sk SVK,MF,Watford,34-222,1987,5.5,0,9,0,0.0,1.65,0.00,0.00,,21.7,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
203,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,30-131,1991,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
204,Adam Lallana\Adam-Lallana,eng ENG,MF,Brighton,33-149,1988,6.0,0,6,0,0.0,1.00,0.00,0.00,,17.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
205,Manuel Lanzini\Manuel-Lanzini,ar ARG,FW,West Ham,28-233,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
206,Aymeric Laporte\Aymeric-Laporte,es ESP,DF,Manchester City,27-132,1994,5.0,1,10,1,10.0,2.00,0.20,0.10,1.00,9.4,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
207,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-329,1993,4.0,0,4,1,25.0,1.00,0.25,0.00,0.00,8.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
208,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Norwich City,28-134,1993,5.7,0,6,2,33.3,1.06,0.35,0.00,0.00,22.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
209,Aaron Lennon\Aaron-Lennon,eng ENG,MF,Burnley,34-173,1987,1.2,0,2,0,0.0,1.70,0.00,0.00,,31.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
210,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,29-216,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
211,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,23-254,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
212,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,27-081,1994,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
213,Jesse Lingard\Jesse-Lingard,eng ENG,FW,Manchester Utd,28-295,1992,0.5,2,2,2,100.0,3.75,3.75,1.00,1.00,15.3,0,0,0,0.2,0.2,0.11,+1.8,+1.8,Matches
214,Valentino Livramento\Valentino-Livramento,eng ENG,DF,Southampton,18-328,2002,6.9,0,2,1,50.0,0.29,0.14,0.00,0.00,20.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
215,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,28-051,1993,2.1,1,1,1,100.0,0.48,0.48,1.00,1.00,6.1,0,0,0,0.1,0.1,0.13,+0.9,+0.9,Matches
216,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-284,1986,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
